Player,Rate,Draft Team,Round,Pick,Draft Year,Draft College,From,To,G,qb_Cmp,qb_Att,qb_Inc,qb_Cmp%,qb_Yds,qb_TD,qb_Int,qb_TD%,qb_Int%,qb_Y/A,qb_AY/A,qb_Y/C,qb_Y/G,Pos,Team,rb_rush_Y/G,rb_rush_Att,rb_rush_Yds,rb_rush_Y/A,rb_rush_TD,rb_rec_Rec,rb_rec_Y/R,rb_rec_TD,rb_rec_Y/G,rec_Y/G,rec_Rec,rec_Yds,rec_Y/R,rec_TD,Sk,Solo,Ast,Comb,TFL,Sk/G,Int,IntTD,PD,name_norm,position,college,college_norm,player_id
Andy Isabella,,CRD,2,62,2019,Massachusetts,2016,2018,36.0,,,,,,,,,,,,,,WR,Massachusetts,,,,,,,,,,97.8,229.0,3519.0,15.4,30.0,,,,,,,,,,andy isabella,WR,Massachusetts,massachusetts,453.0
Juan Thornhill,,KAN,2,63,2019,Virginia,2015,2018,46.0,,,,,,,,,,,,,,S,Virginia,,,,,,,,,,,,,,,,,,,,,13.0,0.0,26.0,juan thornhill,S,Virginia,virginia,
D.K. Metcalf,,SEA,2,64,2019,Ole Miss,2016,2018,21.0,,,,,,,,,,,,,,WR,Ole Miss,,,,,,,,,,58.5,67.0,1228.0,18.3,14.0,,,,,,,,,,d k metcalf,WR,Ole Miss,ole miss,
Zach Allen,,CRD,3,65,2019,Boston College,2015,2018,50.0,,,,,,,,,,,,,,DE,Boston College,,,,,,,,,,,,,,,18.0,93.0,106.0,199.0,40.5,0.36,,,,zach allen,DE,Boston College,boston college,
Diontae Johnson,,PIT,3,66,2019,Toledo,2015,2018,38.0,,,,,,,,,,,,,,WR,Toledo,,,,,,,,,,59.9,137.0,2276.0,16.6,24.0,,,,,,,,,,diontae johnson,WR,Toledo,toledo,455.0
Jalen Hurd,,SFO,3,67,2019,Baylor,2014,2016,33.0,,,,,,,,,,,,,,RB,Tennessee,79.9,589.0,2638.0,4.5,20.0,67.0,7.3,6.0,14.9,,,,,,,,,,,,,,,jalen hurd,RB,Baylor,baylor,
Jalen Hurd,,SFO,3,67,2019,Baylor,2018,2018,12.0,,,,,,,,,,,,,,WR,Baylor,,,,,,,,,,78.8,69.0,946.0,13.7,4.0,,,,,,,,,,jalen hurd,WR,Baylor,baylor,452.0
Jachai Polite,,NYJ,3,68,2019,Florida,2016,2018,32.0,,,,,,,,,,,,,,DL,Florida,,,,,,,,,,,,,,,15.0,44.0,34.0,78.0,26.5,0.46875,,,,jachai polite,DL,Florida,florida,
Josh Oliver,,JAX,3,69,2019,San Jose State,2015,2018,48.0,,,,,,,,,,,,,,TE,San Jose State,,,,,,,,,,22.2,98.0,1067.0,10.9,7.0,,,,,,,,,,josh oliver,TE,San Jose State,san jose state,
Darrell Henderson,,RAM,3,70,2019,Memphis,2016,2018,38.0,,,,,,,,,,,,,,RB,Memphis,93.3,431.0,3545.0,8.2,36.0,63.0,12.0,8.0,19.9,,,,,,,,,,,,,,,darrell henderson,RB,Memphis,memphis,185.0
Dre'Mont Jones,,DEN,3,71,2019,Ohio State,2016,2018,39.0,,,,,,,,,,,,,,DL,Ohio State,,,,,,,,,,,,,,,9.0,58.0,57.0,115.0,22.0,0.2307692307692307,,,,dre mont jones,DL,Ohio State,ohio state,
Germaine Pratt,,CIN,3,72,2019,North Carolina State,2017,2018,24.0,,,,,,,,,,,,,,LB,North Carolina State,,,,,,,,,,,,,,,6.0,88.0,85.0,173.0,16.0,0.25,,,,germaine pratt,LB,North Carolina State,north carolina state,
Germaine Pratt,,CIN,3,72,2019,North Carolina State,2014,2015,26.0,,,,,,,,,,,,,,S,North Carolina State,,,,,,,,,,,,,,,,,,,,,1.0,0.0,4.0,germaine pratt,S,North Carolina State,north carolina state,
David Montgomery,,CHI,3,73,2019,Iowa State,2016,2018,37.0,,,,,,,,,,,,,,RB,Iowa State,79.1,624.0,2925.0,4.7,26.0,71.0,8.2,0.0,15.7,,,,,,,,,,,,,,,david montgomery,RB,Iowa State,iowa state,
Devin Singletary,,BUF,3,74,2019,Florida Atlantic,2016,2018,38.0,,,,,,,,,,,,,,RB,Florida Atlantic,112.9,714.0,4289.0,6.0,66.0,51.0,7.8,1.0,10.4,,,,,,,,,,,,,,,devin singletary,RB,Florida Atlantic,florida atlantic,191.0
Jace Sternberger,,GNB,3,75,2019,Texas A&M,2016,2018,23.0,,,,,,,,,,,,,,TE,KansasTexas A&M,,,,,,,,,,36.4,49.0,837.0,17.1,10.0,,,,,,,,,,jace sternberger,TE,Texas A&M,texas a&m,
Terry McLaurin,,WAS,3,76,2019,Ohio State,2015,2018,53.0,,,,,,,,,,,,,,WR,Ohio State,,,,,,,,,,23.6,75.0,1251.0,16.7,19.0,,,,,,,,,,terry mclaurin,WR,Ohio State,ohio state,
Chase Winovich,,NWE,3,77,2019,Michigan,2015,2015,5.0,,,,,,,,,,,,,,TE,Michigan,,,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,chase winovich,TE,Michigan,michigan,
Chase Winovich,,NWE,3,77,2019,Michigan,2016,2018,39.0,,,,,,,,,,,,,,DE,Michigan,,,,,,,,,,,,,,,18.0,70.0,112.0,182.0,44.5,0.4615384615384615,,,,chase winovich,DE,Michigan,michigan,601.0
Michael Deiter,,MIA,3,78,2019,Wisconsin,2015,2018,40.0,,,,,,,,,,,,,,OL,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,michael deiter,OL,Wisconsin,wisconsin,
David Long,,RAM,3,79,2019,Michigan,2017,2018,26.0,,,,,,,,,,,,,,DB,Michigan,,,,,,,,,,,,,,,,,,,,,3.0,0.0,14.0,david long,DB,Michigan,michigan,
Sione Takitaki,,CLE,3,80,2019,BYU,2014,2018,43.0,,,,,,,,,,,,,,LB,BYU,,,,,,,,,,,,,,,14.0,143.0,94.0,237.0,32.5,0.3255813953488372,,,,sione takitaki,LB,BYU,byu,
William Harris,,DET,3,81,2019,Boston College,2015,2018,50.0,,,,,,,,,,,,,,DB,Boston College,,,,,,,,,,,,,,,,,,,,,5.0,0.0,7.0,william harris,DB,Boston College,boston college,
Nate Davis,,OTI,3,82,2019,Charlotte,2015,2017,24.0,,,,,,,,,,,,,,OL,Charlotte,,,,,,,,,,,,,,,,,,,,,,,,nate davis,OL,Charlotte,charlotte,
Justin Layne,,PIT,3,83,2019,Michigan State,2016,2016,9.0,,,,,,,,,,,,,,WR,Michigan State,,,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,justin layne,WR,Michigan State,michigan state,
Justin Layne,,PIT,3,83,2019,Michigan State,2017,2018,25.0,,,,,,,,,,,,,,CB,Michigan State,,,,,,,,,,,,,,,,,,,,,2.0,0.0,23.0,justin layne,CB,Michigan State,michigan state,
Jaylon Ferguson,,RAV,3,85,2019,Louisiana Tech,2015,2018,51.0,,,,,,,,,,,,,,DE,Louisiana Tech,,,,,,,,,,,,,,,45.0,111.0,76.0,187.0,66.5,0.8823529411764706,,,,jaylon ferguson,DE,Louisiana Tech,louisiana tech,595.0
Kahale Warring,,HTX,3,86,2019,San Diego State,2016,2018,29.0,,,,,,,,,,,,,,TE,San Diego State,,,,,,,,,,22.0,51.0,637.0,12.5,8.0,,,,,,,,,,kahale warring,TE,San Diego State,san diego state,
Damien Harris,,NWE,3,87,2019,Alabama,2015,2018,56.0,,,,,,,,,,,,,,RB,Alabama,49.6,441.0,2779.0,6.3,21.0,52.0,7.8,2.0,7.3,,,,,,,,,,,,,,,damien harris,RB,Alabama,alabama,184.0
Cody Barton,,SEA,3,88,2019,Utah,2015,2018,50.0,,,,,,,,,,,,,,LB,Utah,,,,,,,,,,,,,,,9.0,131.0,103.0,234.0,23.5,0.18,,,,cody barton,LB,Utah,utah,
Bobby Okereke,,CLT,3,89,2019,Stanford,2015,2018,50.0,,,,,,,,,,,,,,LB,Stanford,,,,,,,,,,,,,,,10.0,114.0,126.0,240.0,19.0,0.2,,,,bobby okereke,LB,Stanford,stanford,
Connor McGovern,,DAL,3,90,2019,Penn State,2018,2018,13.0,,,,,,,,,,,,,,OL,Penn State,,,,,,,,,,,,,,,,,,,,,,,,connor mcgovern,OL,Penn State,penn state,
Chuma Edoga,,NYJ,3,92,2019,USC,2015,2015,13.0,,,,,,,,,,,,,,T,USC,,,,,,,,,,,,,,,,,,,,,,,,chuma edoga,T,USC,usc,
Miles Boykin,,RAV,3,93,2019,Notre Dame,2016,2018,36.0,,,,,,,,,,,,,,WR,Notre Dame,,,,,,,,,,33.5,77.0,1206.0,15.7,11.0,,,,,,,,,,miles boykin,WR,Notre Dame,notre dame,446.0
Jamel Dean,,TAM,3,94,2019,Auburn,2017,2018,26.0,,,,,,,,,,,,,,DB,Auburn,,,,,,,,,,,,,,,,,,,,,2.0,0.0,17.0,jamel dean,DB,Auburn,auburn,
Oshane Ximines,,NYG,3,95,2019,Old Dominion,2014,2018,50.0,,,,,,,,,,,,,,DE,Old Dominion,,,,,,,,,,,,,,,33.0,93.0,83.0,176.0,51.5,0.66,,,,oshane ximines,DE,Old Dominion,old dominion,602.0
Dawson Knox,,BUF,3,96,2019,Ole Miss,2016,2018,27.0,,,,,,,,,,,,,,TE,Ole Miss,,,,,,,,,,22.4,39.0,605.0,15.5,0.0,,,,,,,,,,dawson knox,TE,Ole Miss,ole miss,
Bobby Evans,,RAM,3,97,2019,Oklahoma,2015,2018,15.0,,,,,,,,,,,,,,OL,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,bobby evans,OL,Oklahoma,oklahoma,
Mike Edwards,,TAM,3,99,2019,Kentucky,2015,2018,51.0,,,,,,,,,,,,,,S,Kentucky,,,,,,,,,,,,,,,,,,,,,10.0,2.0,23.0,mike edwards,S,Kentucky,kentucky,
Will Grier,165.1,CAR,3,100,2019,West Virginia,2015,2018,28.0,622.0,946.0,324.0,65.8,8558.0,81.0,23.0,8.6,2.4,9.0,9.66,13.8,305.6,QB,FloridaWest Virginia,,,,,,,,,,,,,,,,,,,,,,,,will grier,QB,West Virginia,west virginia,61.0
Yodny Cajuste,,NWE,3,101,2019,West Virginia,2015,2018,18.0,,,,,,,,,,,,,,OL,West Virginia,,,,,,,,,,,,,,,,,,,,,,,,yodny cajuste,OL,West Virginia,west virginia,
Alexander Mattison,,MIN,3,102,2019,Boise State,2016,2018,40.0,,,,,,,,,,,,,,RB,Boise State,70.7,581.0,2829.0,4.9,33.0,60.0,8.5,1.0,12.8,,,,,,,,,,,,,,,alexander mattison,RB,Boise State,boise state,
Hakeem Butler,,CRD,4,103,2019,Iowa State,2016,2018,37.0,,,,,,,,,,,,,,WR,Iowa State,,,,,,,,,,58.1,110.0,2149.0,19.5,18.0,,,,,,,,,,hakeem butler,WR,Iowa State,iowa state,
Ryan Finley,138.4,CIN,4,104,2019,North Carolina State,2014,2018,47.0,939.0,1462.0,523.0,64.2,11147.0,63.0,30.0,4.3,2.1,7.6,7.56,11.9,237.2,QB,Boise StateNorth Carolina State,,,,,,,,,,,,,,,,,,,,,,,,ryan finley,QB,North Carolina State,north carolina state,
Chauncey Gardner,,NOR,4,105,2019,Florida,2016,2018,37.0,,,,,,,,,,,,,,DB,Florida,,,,,,,,,,,,,,,,,,,,,9.0,3.0,12.0,chauncey gardner,DB,Florida,florida,
Maxx Crosby,,RAI,4,106,2019,Eastern Michigan,2016,2018,37.0,,,,,,,,,,,,,,DL,Eastern Michigan,,,,,,,,,,,,,,,20.0,73.0,89.0,162.0,41.0,0.5405405405405406,,,,maxx crosby,DL,Eastern Michigan,eastern michigan,
Anthony Nelson,,TAM,4,107,2019,Iowa,2016,2018,39.0,,,,,,,,,,,,,,DE,Iowa,,,,,,,,,,,,,,,23.0,59.0,60.0,119.0,31.0,0.5897435897435898,,,,anthony nelson,DE,Iowa,iowa,599.0
Julian Love,,NYG,4,108,2019,Notre Dame,2016,2018,38.0,,,,,,,,,,,,,,CB,Notre Dame,,,,,,,,,,,,,,,,,,,,,5.0,2.0,39.0,julian love,CB,Notre Dame,notre dame,859.0
Khari Willis,,CLT,4,109,2019,Michigan State,2015,2018,45.0,,,,,,,,,,,,,,S,Michigan State,,,,,,,,,,,,,,,,,,,,,4.0,0.0,16.0,khari willis,S,Michigan State,michigan state,
Kendall Sheffield,,ATL,4,111,2019,Ohio State,2017,2018,28.0,,,,,,,,,,,,,,CB,Ohio State,,,,,,,,,,,,,,,,,,,,,2.0,0.0,17.0,kendall sheffield,CB,Ohio State,ohio state,
Bryce Love,,WAS,4,112,2019,Stanford,2015,2018,49.0,,,,,,,,,,,,,,RB,Stanford,78.9,569.0,3866.0,6.8,30.0,49.0,9.5,2.0,9.5,,,,,,,,,,,,,,,bryce love,RB,Stanford,stanford,188.0
Justice Hill,,RAV,4,113,2019,Oklahoma State,2016,2018,36.0,,,,,,,,,,,,,,RB,Oklahoma State,98.3,632.0,3539.0,5.6,30.0,49.0,6.2,1.0,8.4,,,,,,,,,,,,,,,justice hill,RB,Oklahoma State,oklahoma state,
Dru Samia,,MIN,4,114,2019,Oklahoma,2015,2015,12.0,,,,,,,,,,,,,,OL,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,dru samia,OL,Oklahoma,oklahoma,
Christian Miller,,CAR,4,115,2019,Alabama,2015,2018,45.0,,,,,,,,,,,,,,LB,Alabama,,,,,,,,,,,,,,,11.0,25.0,33.0,58.0,16.0,0.2444444444444444,,,,christian miller,LB,Alabama,alabama,
Amani Hooker,,OTI,4,116,2019,Iowa,2016,2018,37.0,,,,,,,,,,,,,,DB,Iowa,,,,,,,,,,,,,,,,,,,,,6.0,1.0,9.0,amani hooker,DB,Iowa,iowa,
Austin Bryant,,DET,4,117,2019,Clemson,2015,2018,50.0,,,,,,,,,,,,,,DE,Clemson,,,,,,,,,,,,,,,20.0,69.0,60.0,129.0,36.0,0.4,,,,austin bryant,DE,Clemson,clemson,593.0
Hjalte Froholdt,,NWE,4,118,2019,Arkansas,2017,2017,12.0,,,,,,,,,,,,,,OL,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,hjalte froholdt,OL,Arkansas,arkansas,
Hjalte Froholdt,,NWE,4,118,2019,Arkansas,2015,2015,10.0,,,,,,,,,,,,,,DL,Arkansas,,,,,,,,,,,,,,,0.0,1.0,2.0,3.0,0.0,0.0,,,,hjalte froholdt,DL,Arkansas,arkansas,
Sheldrick Redwine,,CLE,4,119,2019,Miami (FL),2015,2018,49.0,,,,,,,,,,,,,,DB,Miami (FL),,,,,,,,,,,,,,,,,,,,,5.0,0.0,10.0,sheldrick redwine,DB,Miami (FL),miami (fl),
Gary Jennings,,SEA,4,120,2019,West Virginia,2015,2018,50.0,,,,,,,,,,,,,,WR,West Virginia,,,,,,,,,,45.9,168.0,2294.0,13.7,17.0,,,,,,,,,,gary jennings,WR,West Virginia,west virginia,454.0
Trevon Wesco,,NYJ,4,121,2019,West Virginia,2016,2018,34.0,,,,,,,,,,,,,,TE,West Virginia,,,,,,,,,,11.0,28.0,373.0,13.3,2.0,,,,,,,,,,trevon wesco,TE,West Virginia,west virginia,
Benjamin Snell Jr.,,PIT,4,122,2019,Kentucky,2016,2018,39.0,,,,,,,,,,,,,,RB,Kentucky,99.3,737.0,3873.0,5.3,48.0,29.0,7.4,0.0,5.5,,,,,,,,,,,,,,,benjamin snell,RB,Kentucky,kentucky,
Ben Powers,,RAV,4,123,2019,Oklahoma,2016,2018,38.0,,,,,,,,,,,,,,OL,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,ben powers,OL,Oklahoma,oklahoma,
Phil Haynes,,SEA,4,124,2019,Wake Forest,2015,2018,38.0,,,,,,,,,,,,,,OL,Wake Forest,,,,,,,,,,,,,,,,,,,,,,,,phil haynes,OL,Wake Forest,wake forest,
Renell Wren,,CIN,4,125,2019,Arizona State,2015,2018,42.0,,,,,,,,,,,,,,DL,Arizona State,,,,,,,,,,,,,,,3.0,51.0,30.0,81.0,14.5,0.0714285714285714,,,,renell wren,DL,Arizona State,arizona state,
Riley Ridley,,CHI,4,126,2019,Georgia,2016,2018,39.0,,,,,,,,,,,,,,WR,Georgia,,,,,,,,,,26.3,70.0,1026.0,14.7,13.0,,,,,,,,,,riley ridley,WR,Georgia,georgia,459.0
Iman Marshall,,RAV,4,127,2019,USC,2015,2018,50.0,,,,,,,,,,,,,,CB,USC,,,,,,,,,,,,,,,,,,,,,6.0,0.0,36.0,iman marshall,CB,USC,usc,
Tony Pollard,,DAL,4,128,2019,Memphis,2017,2017,13.0,,,,,,,,,,,,,,RB,Memphis,17.7,30.0,230.0,7.7,2.0,36.0,14.9,4.0,41.2,,,,,,,,,,,,,,,tony pollard,RB,Memphis,memphis,
Tony Pollard,,DAL,4,128,2019,Memphis,2016,2018,27.0,,,,,,,,,,,,,,WR,Memphis,,,,,,,,,,28.0,68.0,756.0,11.1,5.0,,,,,,,,,,tony pollard,WR,Memphis,memphis,
Isaiah Johnson,,RAI,4,129,2019,Houston,2015,2016,22.0,,,,,,,,,,,,,,WR,Houston,,,,,,,,,,9.5,21.0,208.0,9.9,0.0,,,,,,,,,,isaiah johnson,WR,Houston,houston,
Isaiah Johnson,,RAI,4,129,2019,Houston,2017,2018,23.0,,,,,,,,,,,,,,CB,Houston,,,,,,,,,,,,,,,,,,,,,4.0,0.0,14.0,isaiah johnson,CB,Houston,houston,856.0
Drue Tranquill,,SDG,4,130,2019,Notre Dame,2017,2018,26.0,,,,,,,,,,,,,,LB,Notre Dame,,,,,,,,,,,,,,,5.0,107.0,64.0,171.0,19.5,0.1923076923076923,,,,drue tranquill,LB,Notre Dame,notre dame,
Drue Tranquill,,SDG,4,130,2019,Notre Dame,2014,2016,25.0,,,,,,,,,,,,,,S,Notre Dame,,,,,,,,,,,,,,,,,,,,,2.0,0.0,4.0,drue tranquill,S,Notre Dame,notre dame,
Wes Martin,,WAS,4,131,2019,Indiana,2015,2017,25.0,,,,,,,,,,,,,,OL,Indiana,,,,,,,,,,,,,,,,,,,,,,,,wes martin,OL,Indiana,indiana,
Ugo Amadi,,SEA,4,132,2019,Oregon,2015,2018,51.0,,,,,,,,,,,,,,CB,Oregon,,,,,,,,,,,,,,,,,,,,,8.0,2.0,25.0,ugo amadi,CB,Oregon,oregon,
Jarrett Stidham,151.4,NWE,4,133,2019,Auburn,2015,2018,37.0,545.0,848.0,303.0,64.3,7217.0,48.0,13.0,5.7,1.5,8.5,8.95,13.2,195.1,QB,AuburnBaylor,,,,,,,,,,,,,,,,,,,,,,,,jarrett stidham,QB,Auburn,auburn,65.0
Greg Gaines,,RAM,4,134,2019,Washington,2015,2018,54.0,,,,,,,,,,,,,,DL,Washington,,,,,,,,,,,,,,,8.0,74.0,74.0,148.0,20.5,0.1481481481481481,,,,greg gaines,DL,Washington,washington,
Foster Moreau,,RAI,4,137,2019,LSU,2015,2018,49.0,,,,,,,,,,,,,,TE,LSU,,,,,,,,,,12.8,52.0,629.0,12.1,6.0,,,,,,,,,,foster moreau,TE,LSU,lsu,278.0
Shareef Miller,,PHI,4,138,2019,Penn State,2016,2018,40.0,,,,,,,,,,,,,,DE,Penn State,,,,,,,,,,,,,,,14.0,58.0,42.0,100.0,31.5,0.35,,,,shareef miller,DE,Penn State,penn state,
Deionte Thompson,,CRD,5,139,2019,Alabama,2016,2018,43.0,,,,,,,,,,,,,,DB,Alabama,,,,,,,,,,,,,,,,,,,,,3.0,0.0,7.0,deionte thompson,DB,Alabama,alabama,
Ryquell Armstead,,JAX,5,140,2019,Temple,2015,2018,48.0,,,,,,,,,,,,,,RB,Temple,58.6,573.0,2812.0,4.9,34.0,29.0,6.0,0.0,3.6,,,,,,,,,,,,,,,ryquell armstead,RB,Temple,temple,182.0
Zach Gentry,,PIT,5,141,2019,Michigan,2017,2018,26.0,,,,,,,,,,,,,,TE,Michigan,,,,,,,,,,31.4,49.0,817.0,16.7,4.0,,,,,,,,,,zach gentry,TE,Michigan,michigan,275.0
Ben Burr-Kirven,,SEA,5,142,2019,Washington,2015,2018,53.0,,,,,,,,,,,,,,LB,Washington,,,,,,,,,,,,,,,4.0,190.0,148.0,338.0,11.5,0.0754716981132075,,,,ben burr kirven,LB,Washington,washington,
Ryan Connelly,,NYG,5,143,2019,Wisconsin,2015,2018,52.0,,,,,,,,,,,,,,LB,Wisconsin,,,,,,,,,,,,,,,6.0,157.0,94.0,251.0,29.0,0.1153846153846153,,,,ryan connelly,LB,Wisconsin,wisconsin,
Marvell Tell III,,CLT,5,144,2019,USC,2015,2018,47.0,,,,,,,,,,,,,,S,USC,,,,,,,,,,,,,,,,,,,,,5.0,1.0,13.0,marvell tell,S,USC,usc,
Amani Oruwariye,,DET,5,146,2019,Penn State,2015,2018,48.0,,,,,,,,,,,,,,CB,Penn State,,,,,,,,,,,,,,,,,,,,,8.0,1.0,22.0,amani oruwariye,CB,Penn State,penn state,
Vosean Joseph,,BUF,5,147,2019,Florida,2016,2018,37.0,,,,,,,,,,,,,,LB,Florida,,,,,,,,,,,,,,,4.0,69.0,92.0,161.0,14.0,0.1081081081081081,,,,vosean joseph,LB,Florida,florida,
Dre Greenlaw,,SFO,5,148,2019,Arkansas,2015,2018,41.0,,,,,,,,,,,,,,LB,Arkansas,,,,,,,,,,,,,,,4.0,158.0,162.0,320.0,13.0,0.0975609756097561,,,,dre greenlaw,LB,Arkansas,arkansas,
Hunter Renfrow,,RAI,5,149,2019,Clemson,2015,2018,55.0,,,,,,,,,,,,,,WR,Clemson,,,,,,,,,,38.8,186.0,2133.0,11.5,15.0,,,,,,,,,,hunter renfrow,WR,Clemson,clemson,458.0
Kingsley Keke,,GNB,5,150,2019,Texas A&M,2015,2018,52.0,,,,,,,,,,,,,,DL,Texas A&M,,,,,,,,,,,,,,,12.0,57.0,93.0,150.0,21.0,0.2307692307692307,,,,kingsley keke,DL,Texas A&M,texas a&m,
Andrew Van Ginkel,,MIA,5,151,2019,Wisconsin,2017,2018,27.0,,,,,,,,,,,,,,LB,Wisconsin,,,,,,,,,,,,,,,12.0,64.0,35.0,99.0,19.5,0.4444444444444444,,,,andrew van ginkel,LB,Wisconsin,wisconsin,
Qadree Ollison,,ATL,5,152,2019,Pitt,2015,2018,52.0,,,,,,,,,,,,,,RB,Pitt,55.0,529.0,2859.0,5.4,29.0,50.0,7.5,3.0,7.2,,,,,,,,,,,,,,,qadree ollison,RB,Pitt,pitt,
Ross Pierschbacher,,WAS,5,153,2019,Alabama,2015,2018,30.0,,,,,,,,,,,,,,OL,Alabama,,,,,,,,,,,,,,,,,,,,,,,,ross pierschbacher,OL,Alabama,alabama,
Jordan Scarlett,,CAR,5,154,2019,Florida,2015,2018,35.0,,,,,,,,,,,,,,RB,Florida,52.7,344.0,1846.0,5.4,12.0,15.0,7.2,0.0,3.1,,,,,,,,,,,,,,,jordan scarlett,RB,Florida,florida,190.0
Mack Wilson,,CLE,5,155,2019,Alabama,2016,2018,42.0,,,,,,,,,,,,,,LB,Alabama,,,,,,,,,,,,,,,1.0,62.0,57.0,119.0,7.5,0.0238095238095238,,,,mack wilson,LB,Alabama,alabama,
Justin Hollins,,DEN,5,156,2019,Oregon,2014,2018,52.0,,,,,,,,,,,,,,LB,Oregon,,,,,,,,,,,,,,,13.0,98.0,86.0,184.0,36.5,0.25,,,,justin hollins,LB,Oregon,oregon,
Blake Cashman,,NYJ,5,157,2019,Minnesota,2016,2018,37.0,,,,,,,,,,,,,,LB,Minnesota,,,,,,,,,,,,,,,12.0,113.0,66.0,179.0,30.5,0.3243243243243243,,,,blake cashman,LB,Minnesota,minnesota,
Blake Cashman,,NYJ,5,157,2019,Minnesota,2015,2015,11.0,,,,,,,,,,,,,,DB,Minnesota,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,blake cashman,DB,Minnesota,minnesota,
Michael Jackson,,DAL,5,158,2019,Miami (FL),2015,2018,51.0,,,,,,,,,,,,,,DB,Miami (FL),,,,,,,,,,,,,,,,,,,,,4.0,0.0,12.0,michael jackson,DB,Miami (FL),miami (fl),
Byron Cowart,,NWE,5,159,2019,Maryland,2015,2018,38.0,,,,,,,,,,,,,,DE,AuburnMaryland,,,,,,,,,,,,,,,3.0,24.0,28.0,52.0,6.5,0.0789473684210526,,,,byron cowart,DE,Maryland,maryland,
Daylon Mack,,RAV,5,160,2019,Texas A&M,2015,2018,52.0,,,,,,,,,,,,,,DL,Texas A&M,,,,,,,,,,,,,,,8.0,52.0,56.0,108.0,27.0,0.1538461538461538,,,,daylon mack,DL,Texas A&M,texas a&m,
Charles Omenihu,,HTX,5,161,2019,Texas,2015,2018,50.0,,,,,,,,,,,,,,DE,Texas,,,,,,,,,,,,,,,17.0,84.0,33.0,117.0,30.5,0.34,,,,charles omenihu,DE,Texas,texas,600.0
Cameron Smith,,MIN,5,162,2019,USC,2015,2018,47.0,,,,,,,,,,,,,,LB,USC,,,,,,,,,,,,,,,3.0,211.0,143.0,354.0,26.5,0.0638297872340425,,,,cameron smith,LB,USC,usc,
Joe Jackson,,DAL,5,165,2019,Miami (FL),2016,2018,39.0,,,,,,,,,,,,,,DL,Miami (FL),,,,,,,,,,,,,,,24.0,71.0,67.0,138.0,37.5,0.6153846153846154,,,,joe jackson,DL,Miami (FL),miami (fl),
Clayton Thorson,118.1,PHI,5,167,2019,Northwestern,2015,2018,53.0,991.0,1696.0,705.0,58.4,10731.0,61.0,45.0,3.6,2.7,6.3,5.85,10.8,202.5,QB,Northwestern,,,,,,,,,,,,,,,,,,,,,,,,clayton thorson,QB,Northwestern,northwestern,66.0
D'Andre Walker,,OTI,5,168,2019,Georgia,2015,2018,54.0,,,,,,,,,,,,,,LB,Georgia,,,,,,,,,,,,,,,13.0,65.0,48.0,113.0,27.5,0.2407407407407407,,,,d andre walker,LB,Georgia,georgia,
David Edwards,,RAM,5,169,2019,Wisconsin,2016,2018,23.0,,,,,,,,,,,,,,OL,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,david edwards,OL,Wisconsin,wisconsin,
Darius Slayton,,NYG,5,171,2019,Auburn,2016,2018,38.0,,,,,,,,,,,,,,WR,Auburn,,,,,,,,,,42.2,79.0,1605.0,20.3,11.0,,,,,,,,,,darius slayton,WR,Auburn,auburn,461.0
Jordan Miller,,ATL,5,172,2019,Washington,2015,2018,46.0,,,,,,,,,,,,,,DB,Washington,,,,,,,,,,,,,,,,,,,,,6.0,0.0,12.0,jordan miller,DB,Washington,washington,
Cole Holcomb,,WAS,5,173,2019,North Carolina,2015,2018,49.0,,,,,,,,,,,,,,LB,North Carolina,,,,,,,,,,,,,,,2.0,171.0,157.0,328.0,15.5,0.0408163265306122,,,,cole holcomb,LB,North Carolina,north carolina,
KeeSean Johnson,,CRD,6,174,2019,Fresno State,2015,2018,52.0,,,,,,,,,,,,,,WR,Fresno State,,,,,,,,,,66.6,275.0,3463.0,12.6,24.0,,,,,,,,,,keesean johnson,WR,Fresno State,fresno state,
Sutton Smith,,PIT,6,175,2019,Northern Illinois,2016,2018,39.0,,,,,,,,,,,,,,LB,Northern Illinois,,,,,,,,,,,,,,,30.0,92.0,47.0,139.0,58.0,0.7692307692307693,,,,sutton smith,LB,Northern Illinois,northern illinois,
Kaden Smith,,SFO,6,176,2019,Stanford,2017,2018,24.0,,,,,,,,,,,,,,TE,Stanford,,,,,,,,,,43.7,70.0,1049.0,15.0,7.0,,,,,,,,,,kaden smith,TE,Stanford,stanford,281.0
Saquan Hampton,,NOR,6,177,2019,Rutgers,2015,2018,39.0,,,,,,,,,,,,,,DB,Rutgers,,,,,,,,,,,,,,,,,,,,,5.0,0.0,19.0,saquan hampton,DB,Rutgers,rutgers,
